ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,best_theme,best_score
PM,2021,3.2592006628420333e-308,4.39111440335361e-308,1.0,7.770058395497379e-308,4.206953980234501e-308,3.5302539366717656e-308,2.78209743263905e-308,2.974110210817026e-308,3.8654267440407766e-308,3.167111251851777e-308,3.6353156456104617e-308,4.993052827133028e-308,3.6391427953373468e-308,4.088134604401534e-308,theme_2,1.0
QCOM,2021,0.04999544550931374,0.039310552855083135,0.039953009849072185,0.03732899214518625,0.057840585445442856,0.0610746913078221,0.16827957036631483,0.07313395278385401,0.08063811183403485,0.052870397102300744,0.0497494425326599,0.046413145239625676,0.08286106028644648,0.06915324402480663,theme_6,0.16827957036631483
RTX,2021,0.0532053205501718,0.041123537450133175,0.043856876223339315,0.04129113542311259,0.07807349682060451,0.1206737774870554,0.06255063786878302,0.06898501834465329,0.04993269448259547,0.05669207240172263,0.05494416613466173,0.04683329700079947,0.05455630221099118,0.05625078162211687,theme_5,0.1206737774870554
SPGI,2021,2.9911003375696253e-308,5.138793661670275e-308,1.0,6.581667931554435e-308,4.711274512171321e-308,3.6467687554553473e-308,2.8127856140347114e-308,3.0923862759926277e-308,3.533162633538369e-308,2.8996353447140866e-308,3.2447744414597596e-308,4.495676675093884e-308,3.5816994850849907e-308,3.741971246418095e-308,theme_2,1.0
TMO,2021,0.029032335477475454,0.033663734095355204,0.056221320365913284,0.08641585065415228,0.049139734164585815,0.03898322979446781,0.031230473407910776,0.03033730156508192,0.03674553369948779,0.028713554828919345,0.031479649498026195,0.03533639816661231,0.030826198298601663,0.04142070810480625,theme_3,0.08641585065415228
TSLA,2021,0.03503991965471264,0.029233010045037557,0.0352262017758128,0.02584729053667668,0.0272532200610813,0.029871900571278077,0.028664154605904445,0.03127910811168337,0.05777281721843898,0.05105965456020096,0.052816146847274675,0.04349853948928501,0.04237330833346552,0.053594312043746144,theme_8,0.05777281721843898
TXN,2021,3.823556405681361e-308,3.029133164513502e-308,2.8667456557868757e-308,2.755794363369125e-308,4.4120456417320445e-308,5.588791953638904e-308,1.0,6.69480658645645e-308,5.092250199239654e-308,3.694424008508341e-308,3.3384323398006587e-308,3.219482970973074e-308,5.037573990129562e-308,4.105846745179995e-308,theme_6,1.0
UNH,2021,0.035580484371631034,0.03455369747161342,0.07735162486675466,0.0861129389113867,0.04272231710611498,0.03712797765177811,0.03179063286906068,0.031228934798149616,0.04498698510593937,0.035116973591533485,0.04098513113262913,0.05128563565316404,0.039455342710654914,0.05085055699077067,theme_3,0.0861129389113867
V,2021,5.437331979823751e-308,3.547383921138593e-308,3.8196295580867135e-308,3.1422146046353777e-308,3.354333571821338e-308,4.25957982944568e-308,3.431980253319895e-308,4.390249596357178e-308,6.210790139647804e-308,1.1893401963770384e-307,1.0,4.69415068936874e-308,4.09152212796926e-308,5.980265905771514e-308,theme_10,1.0
WFC,2021,4.038952200706313e-308,4.539165441760735e-308,3.5891190205092767e-308,3.1672200113616144e-308,6.576312568350173e-308,1.0,5.772721325539652e-308,8.497981279285861e-308,3.9240604594227474e-308,3.894037275720701e-308,3.5396474775301915e-308,3.69364080066899e-308,4.3574322960838503e-308,3.777982455298108e-308,theme_5,1.0
WMT,2021,3.8970281066906626e-308,3.941282495248153e-308,3.8636576158193575e-308,3.2131244633399364e-308,4.0662741459351215e-308,4.241006909289412e-308,3.8967804108890913e-308,4.594580609177941e-308,6.943899769782485e-308,4.751404902192886e-308,5.8222950967564e-308,8.033522539416559e-308,7.476149655729891e-308,1.0,theme_13,1.0
XOM,2021,2.987062165592194e-308,3.7444105267390496e-308,4.3378528597902127e-308,3.7130024193004755e-308,1.0,7.076336359285084e-308,3.6030226980346566e-308,3.9111221896112027e-308,2.9872823421937967e-308,2.8406143775384933e-308,2.941710522563802e-308,3.625160292632932e-308,3.765884756660781e-308,3.4657271286665073e-308,theme_4,1.0
