ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,best_theme,best_score
PEP,2021,0.1514310992746278,0.10270710638868673,0.11564009926912891,0.256178455033143,0.1546641229773361,0.11017315697516437,theme_3,0.256178455033143
PG,2021,0.11143341589987904,0.06092371595544255,0.08670042931735354,0.08684164688455442,0.04988753655457245,0.05507123370608734,theme_0,0.11143341589987904
PM,2021,0.10089229009727779,0.14754267492333561,0.11496676798250016,0.08421452920391884,0.07195261096411978,0.061157303496928654,theme_1,0.14754267492333561
QCOM,2021,0.08607134474976003,0.09036035022663422,0.11077345557510013,0.17520712215767542,0.1288210691297829,0.32887670751019255,theme_5,0.32887670751019255
RTX,2021,0.051073260601415316,0.05884734234664746,0.08259648884476378,0.06222804115456004,0.07293542106153086,0.06926555667788102,theme_2,0.08259648884476378
SPGI,2021,0.1296699935434467,0.10886190795387514,0.11818385028652711,0.08889718680866102,0.06878281964042617,0.06633041843514484,theme_0,0.1296699935434467
TMO,2021,0.07640896617673135,0.2436234666243472,0.13276253023366993,0.08496365759039685,0.08285695507892156,0.07148713437110518,theme_1,0.2436234666243472
TSLA,2021,0.10494311149884399,0.11118346241640624,0.0910516649800203,0.1666442788290732,0.18220913691553486,0.14489891044976197,theme_4,0.18220913691553486
TXN,2021,1.4071094299220584e-308,1.3429379600960425e-308,2.015744070195174e-308,2.7047937733449027e-308,1.9398890037882726e-308,1.0,theme_5,1.0
UNH,2021,0.07753706342219989,0.3716304709690447,0.10583068650135678,0.08678541133492987,0.10250353170595311,0.07205855106469206,theme_1,0.3716304709690447
V,2021,1.5660590480244774e-308,1.737110947697645e-308,1.437178910295015e-308,1.859318129266976e-308,1.0,1.9136410001136514e-308,theme_4,1.0
WFC,2021,0.12050550808127349,0.08053377100633663,0.16417300975627236,0.12928881324019645,0.09996449708892081,0.1544454319886375,theme_2,0.16417300975627236
WMT,2021,0.11520637545618989,0.0955047127775607,0.12628741058704732,0.3249648110900927,0.13054009106240375,0.13696697447053288,theme_3,0.3249648110900927
XOM,2021,1.803962354403726e-308,1.6854225048108875e-308,1.0,2.1767725125519694e-308,1.4380634148199637e-308,1.8991992164729956e-308,theme_2,1.0
