ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,theme_15,theme_16,theme_17,theme_18,theme_19,theme_20,theme_21,theme_22,best_theme,best_score
DIS,2023,4.038396280035376e-309,1.7422663931289126e-308,1.938789564084674e-308,2.840086700548018e-308,2.2784487126947743e-308,1.9675272000824927e-308,5.346886287878893e-308,1.5751112211805873e-308,1.535961967180858e-308,4.921761995108376e-308,2.823026261902465e-308,3.1516046369717334e-308,2.8788616178822726e-308,4.500828720743097e-308,7.627090417364541e-308,6.648798008471511e-308,1.0,4.565813185867755e-308,3.6115105969062427e-308,1.0258287480546216e-307,6.43059862968224e-308,5.540687226368449e-308,5.156365954991194e-308,theme_16,1.0
DLR,2023,0.002242463108734212,0.010063604249853773,0.009850524404570325,0.015515879219429074,0.013308669641829234,0.011598824232415882,0.022399075690503,0.008078678614267452,0.007840992901225911,0.031857821564023524,0.01497503993063205,0.01754571601408601,0.01577164563148631,0.029175608920840576,0.08589352838602927,0.04132610450498975,0.06029921866313105,0.024186583117731694,0.01949366698358033,0.18484364228656547,0.03926184979216789,0.02603152292310114,0.019880997815161842,theme_19,0.18484364228656547
DLTR,2023,0.0023186185477571362,0.010997183266522503,0.013688505473455967,0.013289151265914796,0.015436102426909348,0.012514504278626049,0.0247025574049276,0.010554559965247146,0.010166131089116398,0.023194526992677426,0.016703186155326233,0.017998122814651442,0.017118146238644053,0.019435827729882105,0.020841779896862905,0.029121799538840216,0.027373766804948095,0.016019792185563646,0.013078976653980879,0.019349882346457292,0.018409921330592816,0.04559007825643835,0.213578739697181,theme_22,0.213578739697181
DOC,2023,4.205025809817e-309,2.157429395375046e-308,2.8407821472063455e-308,4.083625153170204e-308,2.5607936248600554e-308,2.116450861408612e-308,1.0,2.1215081658017804e-308,2.03296838544293e-308,3.334513301366001e-308,3.2651386464970734e-308,3.4730245989853347e-308,3.098023809734059e-308,2.8919128070394527e-308,3.899019562733464e-308,4.3941147062136704e-308,4.81532914328578e-308,4.472054975093898e-308,3.131497975054137e-308,3.7776468348919447e-308,4.3032399760382097e-308,4.0834249494524537e-308,3.8257910086026e-308,theme_6,1.0
DOV,2023,0.002563912514095456,0.013683557682056256,0.012106045646940101,0.017726312627145326,0.021160992688198772,0.0173632063729643,0.02497091428863226,0.009675664402093012,0.009325933453443175,0.052571157661897176,0.02452451463930265,0.03218997218567363,0.02893270654342578,0.08132345823740875,0.1462031318673128,0.24636745821796757,0.044595117403457,0.026742719767512853,0.02171689398938925,0.046375102674020334,0.03602696596892087,0.04443049576695706,0.029323353445202874,theme_15,0.24636745821796757
DOW,2023,0.0018262375380637959,0.009308608335526755,0.008787953657189929,0.011572760114862303,0.013950501158436905,0.011209462503824113,0.01759129657511877,0.006978056697998912,0.00671986949547622,0.039094536199269316,0.020372304712878483,0.027974263955592212,0.024375032014162776,0.03935677281958773,0.0361882543691559,0.06379301349161456,0.028168592028653985,0.01668977245574457,0.013905269807929162,0.02422619098600323,0.021240192905474343,0.07145824426702022,0.02924338681191946,theme_21,0.07145824426702022
DPZ,2023,0.0022186017207790763,0.010331637749932626,0.011758810287670236,0.012612136204275884,0.01450154804249085,0.011849121843025601,0.02214239162570037,0.009251471392527345,0.008925423741308471,0.02709235392753794,0.017077831072760216,0.01912815399490604,0.0178328025912847,0.02136384636931901,0.022322373131654246,0.03254649882457244,0.02914860231664288,0.0157451153685999,0.012994901482953727,0.020566331270463246,0.018913090364674513,0.06703294303558192,0.18572105563902927,theme_22,0.18572105563902927
DRI,2023,0.0025070348294025497,0.011976755201354184,0.012677489747095065,0.015826702330362243,0.016917865122593186,0.013852003412860622,0.027082942814018636,0.010055312982188475,0.009706588208444056,0.04197240344780846,0.026010240126092876,0.03057261821959205,0.027936697937395165,0.035246078361551254,0.03519250875163302,0.05320029705026059,0.04334220851768961,0.023099591138302088,0.01930958145597338,0.031657751183565494,0.028454947734135747,0.17043737939196296,0.09715268358602433,theme_21,0.17043737939196296
DTE,2023,1.0,4.785917601417355e-309,4.28137285930932e-309,4.595056551911645e-309,4.33260984999549e-309,4.38270536798289e-309,4.214678615140294e-309,4.31115518204717e-309,4.28040359582567e-309,4.10304814501047e-309,4.179044320198586e-309,4.141169054469175e-309,4.099555838717615e-309,4.012283683692402e-309,4.135437981153574e-309,4.127016192671453e-309,4.06234967167365e-309,4.452457937441355e-309,4.508925924829746e-309,4.11538981757233e-309,4.36327768101461e-309,4.08873741770515e-309,4.068057754452317e-309,theme_0,1.0
DUK,2023,4.3667490415694e-309,3.666761163486657e-308,2.075866619934021e-308,2.0829487935112675e-308,1.8718956654830673e-307,1.0,2.148414368175774e-308,1.745840290115619e-308,1.6854639782390343e-308,2.460783729559696e-308,2.005978794063581e-308,2.1845690410031055e-308,2.21944087929352e-308,2.617835357112823e-308,2.5669591983187874e-308,2.8150856686831114e-308,2.0779794942470464e-308,2.03531663612814e-308,1.7355650823653634e-308,2.0363578992292917e-308,2.083452579341779e-308,2.2228552594692663e-308,2.1399943486075464e-308,theme_5,1.0
DVA,2023,4.157309888942835e-309,2.0766344007311386e-308,2.048173165637684e-308,2.4160797355170574e-308,2.404812292127444e-308,2.0127829267448067e-308,3.0591152547137645e-308,1.6199322665037904e-308,1.5664760281811956e-308,2.8244969488163385e-308,1.0,1.876673530800759e-307,1.529292960839755e-307,2.874698770981308e-308,3.0643605952497957e-308,3.6950581102030253e-308,2.70836762593974e-308,2.6277407423695495e-308,2.3495340939857247e-308,2.5479846736557733e-308,2.719033717492386e-308,3.843729809173646e-308,2.865720149772637e-308,theme_10,1.0
DVN,2023,0.6106352096724659,0.006490551279802869,0.00580701614009685,0.006225861744264465,0.005875655205425555,0.005943799521056072,0.005711810043758224,0.005848719893221367,0.005807036858941166,0.005561402373587444,0.0056638564930188776,0.005612910814804478,0.005557249455675253,0.00543880085976277,0.005603795683100345,0.005593200509684715,0.0055040055461828205,0.0060312539090732024,0.006106469832693347,0.0055752298682212875,0.005910274784886355,0.005541862049445852,0.0055139436782975695,theme_0,0.6106352096724659
DXCM,2023,0.0018082854559433109,0.009284883253971393,0.00891510831025111,0.010953878331527979,0.012112885117706383,0.009904686888375149,0.015110332809728956,0.007006996909622073,0.006765464719871828,0.016886741856221677,0.058977681492346515,0.1772996139825984,0.1213841073486028,0.01863948104025326,0.019690975935806678,0.025724308185589472,0.015774217787678346,0.013168028721307304,0.01142108969760239,0.014553888661624227,0.014519538983822905,0.024663074215250665,0.016412375080520937,theme_11,0.1772996139825984
EA,2023,0.002151397310034364,0.009644968718349757,0.01014547698828022,0.015380132484421867,0.012876769175797362,0.011039150985302386,0.026694024725640773,0.008223907857237152,0.00798367059037018,0.03341421610391927,0.01587313547201581,0.018110194014598936,0.016334238853909035,0.027763556419093473,0.052305771455179416,0.044198565819755876,0.45389218884443094,0.0252974802415066,0.019906060178286507,0.066775831885278,0.038838725507189635,0.03475434553347533,0.02962704680514606,theme_16,0.45389218884443094
EBAY,2023,0.002367410361957756,0.011274407400348255,0.011024229179255973,0.019488772802876166,0.01457665905537989,0.012446373282758254,0.03093805984074362,0.008955845804397539,0.008630513558746803,0.05030943725131492,0.01992814431431694,0.022695039251239318,0.020084461550352175,0.033521219113721724,0.061833360274263234,0.05625341229235956,0.10767930124878018,0.03505583815985554,0.026933053418626188,0.08224154797285292,0.06087432160593259,0.04833714712414229,0.036861391271877264,theme_16,0.10767930124878018
ECL,2023,0.0017274433559931596,0.009206538213820885,0.008499325646556257,0.011001079654073839,0.014375522439080407,0.011388146913541283,0.016199323141839507,0.006689750944254095,0.006444070768876022,0.03036658913237552,0.02085712365672828,0.0305629150219362,0.026846091471323708,0.03867330600107932,0.038949193016129306,0.0871037438989757,0.024850368625741703,0.01564335337883185,0.012997849725158304,0.022031227787073216,0.019483194993707206,0.04364551043085702,0.023665084979314396,theme_15,0.0871037438989757
