ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,theme_8,theme_9,theme_10,theme_11,theme_12,theme_13,theme_14,best_theme,best_score
ADP,2023,0.0019149154796696333,0.0012203679792864395,0.034515388880195896,0.039283376583626496,0.037678740372057866,0.06115292208753116,0.023835473697105876,0.02841374141209293,0.035281064123258286,0.0704057743870685,0.0776415948396889,0.22790080159279713,0.03810471660751002,0.02844930821635342,0.040772003845617,theme_11,0.22790080159279713
ADSK,2023,0.002059217585564889,0.0013024174292311532,0.033059591600713624,0.03679011040313182,0.04247775344901817,0.057186609946361,0.027337148218985422,0.03329131830179135,0.06259636875020977,0.07803272138496789,0.05766398367884343,0.09596081172653959,0.051577460757401716,0.04084271449136109,0.05651654007974348,theme_11,0.09596081172653959
AEE,2023,1.0,2.506862682224034e-309,1.834442873559215e-309,1.86836766059369e-309,1.87690745418459e-309,1.890777826841423e-309,1.89802435844993e-309,1.89769419929418e-309,1.904481277906816e-309,1.868954504681183e-309,1.8914842527227e-309,1.89934638222056e-309,1.88142843888339e-309,1.904960826343797e-309,1.88986347460286e-309,theme_0,1.0
AEP,2023,0.0024041117807069036,0.0015172466552330363,0.03803418475519099,0.03195206977487505,0.03964163971190467,0.037822297854375936,0.3746033626695831,0.1139756355003645,0.0348333578884217,0.02811444946026237,0.040484254167709385,0.026319171066784844,0.03046042914671508,0.033841991298781106,0.02998406045101497,theme_6,0.3746033626695831
AES,2023,1.905653701016586e-309,1.201364839355206e-309,3.512652705256245e-308,3.3525491862212346e-308,4.063437759581455e-308,4.614502739419949e-308,1.1406080768218333e-307,1.0,4.249611470334354e-308,2.972716590572485e-308,4.370703610616103e-308,2.675804908331614e-308,3.4485874974086565e-308,4.0348570450171594e-308,3.4246692143950803e-308,theme_7,1.0
AFL,2023,0.0016903705546372659,0.0010682380961979199,0.024349660501935898,0.03457578949930683,0.038072602292157434,0.03837976470680905,0.02614921278670907,0.03487819964419772,0.09077927692605675,0.03677390487314776,0.02753741803999628,0.029326804700705044,0.07283336066024544,0.17370217218180614,0.14546864747745755,theme_13,0.17370217218180614
AIG,2023,0.0022735724542606805,0.0014400033060873864,0.049554411623086485,0.047899356778435646,0.05950105373440572,0.13682787025347357,0.04087057612609782,0.053586647065486125,0.06259682901997361,0.07365923410370154,0.19867556916269263,0.09601300901405442,0.0503851392248532,0.04508021110563204,0.05464836795186174,theme_10,0.19867556916269263
AIZ,2023,0.001971939922899407,0.0012509119647679532,0.02990973906965419,0.041596265265626715,0.04432766876041119,0.048857959112450326,0.02839487811163069,0.03625117074648001,0.09985549003831119,0.05026237280990263,0.03389710737066629,0.04246644589486636,0.1379407072632813,0.11701065985091799,0.13568829325301845,theme_12,0.1379407072632813
AJG,2023,0.0025070778065411714,0.001589985353522972,0.05499473536724853,0.051519315238658554,0.10007803835979234,0.2052871011215122,0.05726838133064139,0.08422323800532115,0.0626972796209835,0.05621702582729746,0.10421210316013294,0.05589656802357958,0.051971420943722875,0.05063736351234579,0.0525710391212892,theme_5,0.2052871011215122
AKAM,2023,1.886353085050934e-309,1.19993974661325e-309,2.761961187959874e-308,3.512930153710447e-308,4.678301106547123e-308,4.782311127935452e-308,2.326976273796911e-308,2.855783843392239e-308,5.937609153396288e-308,6.630753422341733e-308,3.560996517003625e-308,5.408440674023847e-308,9.291622395215418e-308,5.630552724414779e-308,1.0,theme_14,1.0
ALB,2023,0.0010155728186532584,0.0006451128832033839,0.02831931917046781,0.023547890396724648,0.02795101092892981,0.03835336595551257,0.020650317633391417,0.025698819835422177,0.026527445589662992,0.034008337377905075,0.05341847669212244,0.04291594416443015,0.026120182392783912,0.020718265426996556,0.024040383161679925,theme_10,0.05341847669212244
ALGN,2023,0.0020277915991205,0.0012870598719813633,0.034374474093458396,0.03485618134371305,0.038661448457563065,0.05745411228177649,0.02561222454547889,0.031105899458431945,0.04631270970190565,0.08166405065500162,0.06384328492259006,0.1922380868515471,0.04780798856156011,0.033377595320631705,0.047066941747338595,theme_11,0.1922380868515471
ALL,2023,0.655251860193332,0.00744197674027852,0.005439506030132192,0.005540005070410766,0.005562903461634136,0.0056050580788960455,0.0056261924700315245,0.005625183617045521,0.005644693716004335,0.0055413441534479975,0.005608049661251553,0.005631666060448678,0.005576640423511673,0.005646077600591275,0.005601662220470976,theme_0,0.655251860193332
ALLE,2023,0.0019528281086867991,0.0012375827887416671,0.03600106133515739,0.03684835946068805,0.05248083938844322,0.06991729322068062,0.03199251225905583,0.041931719223987314,0.17321800928879305,0.058226982882890375,0.048179156740599936,0.05316671006236635,0.08354792321207173,0.06091344564291754,0.07163573827768696,theme_8,0.17321800928879305
